id,tenant_id,request_id,ocr_result_id,input_type,user_document_date,user_payment_amount,user_currency_code,user_client_name,input_summary,expense_account_item_id,registered_at,deleted_at
01JNDEP02MQ4NEGXVJ9F35YEFE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND6E2GJF2TW78CXM3P399EB,01JNDEP034WCR1GPAJ5TW90R69,upload,2025/2/9,1134,JPY,かめぱん 向島�?,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/3 7:31,,
01JNFAMJYDPNWPV0HFCJBP67KS,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFAMJTV57CWV28H5HF3G41M,01JNFAMJYQXGDEW0V087DR6V2G,upload,2024/12/29,4199,JPY,The Bellwood,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 0:59,
01JNFB7NK4FHW5A9TSKHVFPBWY,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFB7NFY6FPMJ1WKBY783EKX,01JNFB7NKDDT5EW547CPKWZCQN,upload,2024/12/8,1672,JPY,東京餃子楼三軒茶屋本�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 1:09,,
01JNFBBW7J7NDWT7F1B110JZD3,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBBW49D4T4CMVH42TSB1M2,01JNFBBW7VYP0DVESRHVRW40VC,upload,2024/12/8,9070,JPY,焼鳥　月山,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 1:12,
01JNFBP008YYNGFMWKAE4J0QB4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBNZXCSNY9FF2TN91R2V1M,01JNFBP00H4NTC10G4VSBHEEKY,upload,2024/11/24,5430,JPY,鼎泰�?新宿高島屋店,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/4 1:17,
01JNFBS5BWH99H8J348KQ468QT,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBS58SPK0A32C6H51CAJ56,01JNFBS5C5Z99FJYV886BWBXXB,upload,2024/12/7,6270,JPY,PATH,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/4 1:19,
01JNFBYHY5E3V39Z6RBRPF6A0G,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFBYHV6HD2QD2DS6T8DX01N,01JNFBYHYEFM16BNDMPY5VPYR6,upload,2024/11/24,13255,JPY,SHINJUKU Takashimaya,,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/4 1:22,
01JNFFZVCRT83F22FH1C51GQFN,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFFZV9Z73NRSBVDWBPZ9JAW,01JNFFZVD2TAEPT8JF32S1K6BP,upload,2024/12/20,5600,JPY,kmグループ国際自動車㈱�?世田谷営業所,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/3/4 2:33,
01JNZ2M97QRWKH2Q6ZWA956XZE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,01JNZ2M98HW6920352RPYJSX7N,upload,2024/7/3,1420,JPY,バクラクストア築地店,,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/10 3:47,
01JNZ2M97QRWKH2Q6ZWADFV1JC,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,01JNZ2M98Y6ESTV9FPX0GS66TT,upload,2024/7/2,660,JPY,バクラクストア築地店,,01JN39ZH1TKKNE09GR1D6S1J5K,2025/3/10 3:47,
01JNZ2M97QRWKH2Q6ZWDH2HXW7,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,01JNZ2M99CYAHRFF1QQYAJ949M,upload,2024/7/3,40000,JPY,居酒屋バクラ�?,,01JN39TXFENZ3F5Y7FECDYYA8F,2025/3/10 3:47,
01JNZ2M97QRWKH2Q6ZWF23CNZ2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,01JNZ2M99TKPBCE5GH8N2M0XTV,upload,2024/7/1,16500,JPY,ばくらく 日本橋本�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/10 3:47,,
01JNDDVMTNSHYP9JNSKFMVM8KJ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDVMQW7VRMJAJ608PN99RH,,transportation,2025/3/3,230,JPY,,[片道]和泉多摩川~下北�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:17,,
01JNDDCGT9CY0XF9R6EE2NWPE4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDCGPY7B52NWZ6VHBBCD36,,transportation,2025/3/3,199,JPY,,[片道]新宿~経堂,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:09,
01JNFVDTS61F4G840MGHP90HCE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVDTNEG8B3130PQM8VNX1P,,transportation,2025/3/4,178,JPY,,[片道]九段下~国会議事堂前,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:52,
01JNZ2M97QRWKH2Q6ZWNETBPKC,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,,transportation,2025/3/10,418,JPY,東京メト�?[往復]渋谷~銀�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/10 3:47,,,
01JNFVAFT49K4EX0ZTMXEHKKBB,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVAFPYGH765EKCXS4D5JM7,,transportation,2025/3/4,140,JPY,,[片道]二子玉川~溝の�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:51,,
01JNDE148CZRPHJH4GV98MT43A,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDE1457VBNNEKVR6VW01XYA,,transportation,2025/3/3,256,JPY,,[片道]代々木上原~明大�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:20,,
01JND9FJ9HNPFMC4V7ZNPZ79BD,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND9FJ7H2NPBWHA2AMV8EQSW,,transportation,2025/3/3,409,JPY,,[片道]梅島~東陽�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 6:00,,
01JN5MV58P769B7H2G5SGXZSXZ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JN5MV53JN9SR09DX3HTGPXBH,,transportation,2025/2/28,716,JPY,,[往復]東京~洗足�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/2/28 6:45,,
01JND9DPAB6TXQ3SKQACZMEKJ7,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND9DP7W4R1EMDZKBKS87VYA,,transportation,2025/3/3,539,JPY,,[片道]三軒茶屋~船堀,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:59,
01JNFVFWRCCEMMC541V0H3NEDW,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVFWNARMAHCGR9K9WFSV2A,,transportation,2025/3/4,492,JPY,,[片道]中野(東京�?~八王�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:54,,
01JNFV93HD93AMAM8QVSZV5WK4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFV93E93KQAFK8PZ4SSXCXF,,transportation,2025/3/4,406,JPY,,[片道]横浜~町田,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:50,
01JND958W0WCWTH38K090W203Q,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND958SGQ7S4QB08GATV7QMA,,transportation,2025/3/3,328,JPY,,[片道]西葛西~六本�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:55,,
01JND6E2GQ40BHFNCSKXCA1S4B,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND6E2GJF2TW78CXM3P399EB,,upload,2025/2/9,1134,JPY,向島�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/3/3 5:07,2025-03-03T07:31:45.000000000+0000,
01JND99A5M8KTCMR67F1G2A2K5,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND99A3SW52XTVNWGHXKSH1D,,transportation,2025/3/3,167,JPY,,[片道]赤羽~池袋,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:57,
01JND9JHJNW096Z792A94C02PB,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND9JHGHYNG93JFQYM0NVJ3R,,transportation,2025/3/3,355,JPY,,[片道]赤羽岩淵~西日暮里,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 6:02,
01JNFVMTZGY77PK614GPQMMJN1,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVMTWGDDMXS5NF3TCVJ97Z,,transportation,2025/3/4,725,JPY,,[片道]押上~成増,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:56,
01JND97TDK6M7420ZGT7SKD6JV,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND97TB5M3S86KB3YXQ4AWC0,,transportation,2025/3/3,230,JPY,,[片道]赤羽~北千�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:56,,
01JNFVCM4RHE2CM3B0K3PQXCBQ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVCM1P4CWGBQKYJC3GFK1B,,transportation,2025/3/4,178,JPY,,[片道]銀座~赤坂(東京�?,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:52,
01JNDDXKNHJ98QJS1ZGQQN5VYF,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDXKJ9ZQAF3HA8G2GJGSW3,,transportation,2025/3/3,178,JPY,,[片道]立川~府中本町,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:18,
01JND8ZNKB0GX0CMWH0N9ZHMW3,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND8ZNHEX8RK3R2Q5WCXXY05,,transportation,2025/3/3,537,JPY,,[片道]船堀~西新�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:52,,
01JNFVBKWVYPNG8N5MDPKEB2SA,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVBKSK8S964RMA7NZ1C5BG,,transportation,2025/3/4,453,JPY,,[片道]西新宿~高円�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:51,,
01JNDDGQRR6CSNTX3RKYVK1VPM,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDGQNSN3BTEMZREXS2A1RP,,transportation,2025/3/3,199,JPY,,[片道]代々木八幡~祖師ケ谷大蔵,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:11,
01JNDDPEJ4H8PWVB9CY740V4JW,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDPEFDRGV00QJEEJY89JAV,,transportation,2025/3/3,136,JPY,,[片道]参宮橋~東北�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:14,,
01JNDAAGJ6FEECZ8B20MFX87T0,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDAAGGHFEJBT0R2N73QVP9Z,,transportation,2025/3/3,355,JPY,,[片道]西日暮里~赤羽岩淵,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 6:15,
01JNZ2M97QRWKH2Q6ZWJT7MTT5,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNZ2M930W2M6WN10WFMZMD5J,,allowance,2025/3/10,10000,JPY,,国内出張手当,01JNZ2BFS15H7PGB9ZXM494RR5,2025/3/10 3:47,
01JNDDJ4N3NZV8WMQG0NS2ASGH,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDJ4HVJYV434TVXCRFVAHE,,transportation,2025/3/3,261,JPY,,[片道]経堂~新百合ケ�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:12,,
01JNDDS39STPQ8ZRBME72TMWZM,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDS36Q6QDZPMS4845J6EVF,,transportation,2025/3/3,199,JPY,,[片道]狛江~世田谷代�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:15,,
01JNFVKJVSCM951NTWPWAZD157,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNFVKJR83RJYX20V1WJYAA74,,transportation,2025/3/4,816,JPY,,[片道]中野坂上~センター�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/4 5:56,,
01JNDE3X5HMJ07ZJXCX6EVS1BH,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDE3X2A7MZ49AVPQ9XEWV6K,,transportation,2025/3/3,296,JPY,,[片道]千歳船橋~松陰神社�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:21,,
01JND91ZAPJAYVBH9GKR2XWA3W,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND91Z8YDQM5KXXW2TKDMT1S,,transportation,2025/3/3,318,JPY,,[片道]赤羽~高円�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:53,,
01JNDDMHD41CGYAA1W2YFXR5NN,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JNDDMHA0HQ9XKXMZWJ78359N,,transportation,2025/3/3,230,JPY,,[片道]南新宿~喜多�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 7:13,,
01JND9H3CBE89N0R00YBJV6RQR,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND9H3A3W50V3FKYPMYK8KHZ,,transportation,2025/3/3,356,JPY,,[片道]日本�?東京�?~王子,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 6:01,
01JND9BRGWJKZVJRGPC0NC1ESA,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JND9BREHZNGFX8078XFWKYBS,,transportation,2025/3/3,167,JPY,,[片道]東京~日暮�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/3/3 5:58,,
01JP1SR1Z6YR57D32VB61RAAT8,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXMJEQ58KTWXYS7DCF,01JP1SR1Z55K6BG8GHN80RWTGF,upload,2024/8/1,11900,JPY,GO株式会社,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/1/18 1:40,
01JP1SR1Z5ME1TCWWR96EDD55W,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXAXNHTM5TE4E2VJCJ,01JP1SR1Z53822QTJ3F5KRTM09,upload,2024/7/20,2030,JPY,"フジタクシーグループ
",,01JN39WJ5578B3ZDQPXVCCKS5C,2025/1/13 2:06,
01JP1SR1Z6VXG979PAV9VMBM29,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXGG8SPMYA1Z66AE3G,01JP1SR1Z58PSTHP2W5CTWMEPD,upload,2024/7/26,1200,JPY,正和自動車株式会�?,01JN39WJ5578B3ZDQPXVCCKS5C,2025/1/30 2:21,,
01JP1SR1Z564Y7DB5WFFC8GM2X,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXN7EQQMWAAW4TY3XW,01JP1SR1Z52SMP58WB2ZG5RX3Y,upload,2024/7/19,1390,JPY,福岡エムケイ株式会社,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/1/19 2:23,
01JP1SR1Z529C3D81P2E93QPNF,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YWD9S9EPJ512RXF1S6,01JP1SR1Z5QPGSJGTCME0G7QXF,upload,2024/7/20,2030,JPY,"フジタクシーグループ
",,01JN39WJ5578B3ZDQPXVCCKS5C,2025/1/13 2:26,
01JP1SR1Z61DTPF4RM2N1XJG2B,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX0N8FZBHM7TN9F2T1,01JP1SR1Z5Q8YD62KEEZAPK3BH,upload,2024/5/18,1310,JPY,(�?クラウンタクシー,,01JN39WJ5578B3ZDQPXVCCKS5C,2025/1/26 2:43,
01JP1SR1Z69ES0RKJD70Z43YN0,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXWNXCH8CQYKE2XNWC,01JP1SR1Z57VJT5KYNSEK0C31G,upload,2024/5/19,13060,JPY,西日本旅客鉄道株式会�?,01JN39W8VVSEBGNBZD5TARX8JE,2025/1/9 2:47,,
01JP1SR1Z6XS5NQGEPC18Y1V4X,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXAKG570C5D211NQ4N,01JP1SR1Z5SA7B4WG60KZA8E2P,upload,2024/8/4,2680,JPY,近畿日本鉄道株式会社,,01JN39W8VVSEBGNBZD5TARX8JE,2025/1/9 2:49,
01JP1SR1Z5NB6NSDAZ1D1535HD,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXFE9C8V98TDSKYEVX,01JP1SR1Z5K4A4PCC8WJHZPNSV,upload,2021/2/23,3530,JPY,東日本旅客鉄道株式会�?,01JN39W8VVSEBGNBZD5TARX8JE,2025/1/18 2:50,,
01JP1SR1Z55WC03DEN3XS3K7ZH,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXTESN220VP8M8FESB,01JP1SR1Z58D35GZ05481BEP0J,upload,2025/2/24,1641,JPY,SHINJUKU Takashimaya,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/3 2:54,
01JP1SR1Z5RW4NXV6CBA4SJ299,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX0AGJDK583G7R65GW,01JP1SR1Z520E6YHB15A0TGNG5,upload,2025/2/24,5880,JPY,"ew.note
",,01JN39ZH1TKKNE09GR1D6S1J5K,2025/1/15 2:59,
01JP1SR1Z5X389PYX5Z09JBPEF,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YWE7QA5RFXGA5FX0DK,01JP1SR1Z5K7AN01XBCF6W1YTD,upload,2025/2/16,384,JPY,Bio c'Bon,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/14 3:04,
01JP1SR1Z6DX067V1Z3YVJC3TD,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXMKJQWD00J5MKPKHD,01JP1SR1Z5E0KNG1B2YHN22XSG,upload,2025/1/26,22000,JPY,"COVERCHORD Nakameguro
",,01JN39ZH1TKKNE09GR1D6S1J5K,2025/1/15 3:25,
01JP1SR1Z6TSXSDJVD1ZF3FBM3,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXPZ5TTTB6ZV3CWWSZ,01JP1SR1Z56Z196VHN7JCCJ3GX,upload,2023/1/28,80001,JPY,Four Seasons Hotel Tokyo at Otemachi,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/7 3:35,
01JP1SR1Z61Z9DQBGXT82C4NYE,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXFZXMKAZKD58R5DVH,01JP1SR1Z5P5E8RJTKQ6VNQDSN,upload,2025/1/10,9089,JPY,月島もんじゃ もへ�?三軒茶屋,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/23 3:37,
01JP1SR1Z6RNX2MHQMDTGQD27Y,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXCYS8TQ9VSNBC61Z0,01JP1SR1Z55BKY4WJ9QF9J6SST,upload,2024/12/20,11400,JPY,KAGARIBI,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/5 3:43,
01JP1SR1Z616QFJCKW1WB8ENZ5,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXX68DSK2HC18JJQXJ,01JP1SR1Z5A6R58FFKA5JCY1JA,upload,2025/1/12,5052,JPY,中部食祭,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/9 3:48,
01JP1SR1Z6W9JAXBG0RGY1P3W3,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXWQWDD71S4TJ98MP3,01JP1SR1Z5EJ7A5TH9MZR1CKC5,upload,2025/2/13,11713,JPY,豚肉洋食倶楽�?イロ�?ほぼ新宿のれん街,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/13 3:50,
01JP1SR1Z60RBS681FBGV7S2A1,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YWDB3R6S04VYC452KT,01JP1SR1Z52H20MY47PM5PVGTR,upload,2025/2/4,28000,JPY,"築地いなせや
",,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/2 3:52,
01JP1SR1Z6HC2W15H4PQFXHDS2,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXNCGH9BJVBB6KWAAF,01JP1SR1Z50P00Q8RXEKM77EHP,upload,2025/1/12,5580,JPY,"cafe 1930
",,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/23 3:59,
01JP1SR1Z63WGMGQ9SXQNA2AAQ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXPBPRZ2VAV5E38FSD,01JP1SR1Z5Y84167SP85E62NZH,upload,2024/12/6,32850,JPY,南房総やまと寿司,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/2/1 4:55,
01JP1SR1Z6DCS7QWYPWZJKCBZS,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX4NBAJKDXWYGZA6HV,01JP1SR1Z58F3HMCXC5ZQ9H9NB,upload,2025/1/16,25575,JPY,水刺�?恵比寿本�?,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/28 5:13,,
01JP1SR1Z69587PEWX24PSWTQZ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXPCPMYXK8XQM4D0HE,01JP1SR1Z5KT2NWVSAEPEPKRD8,upload,2024/12/30,4600,JPY,Cocolo Kitchen KYOTO,,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/1/31 5:13,
01JP1SR1Z6SGVWZ0JPCCSGM1NF,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXZN7M6FDVCP9MV90M,01JP1SR1Z510MHT5ZYCBVWZ3X4,upload,2024/11/21,1541,JPY,メゾンドプティフール 本店,,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/1/6 5:16,
01JP1SR1Z6A3SJKQM4YS6VA143,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YW7XY241Q7B95NDA1W,01JP1SR1Z5Z03ZDFSZHJTHV8ER,upload,2025/1/23,6200,JPY,株式会社森ビルホスピタリティコーポレーション,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/20 5:21,
01JP1SR1Z6ED3NEH3MNEBRQ9W1,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX4N3J8F81DNZQKP1D,01JP1SR1Z5R98KWP16G8DTX2PY,upload,2024/11/24,14920,JPY,クラフトマン 五反田店,,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/8 5:25,
01JP1SR1Z6KRMCF7TP9R9Q1YGK,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX45XVDRS9SCXJP9H8,01JP1SR1Z5ZMM2PVN8AW0303J6,upload,2024/4/1,4470,JPY,小山酒店,,01JN3B4RRYWP5BAGY59ZZDDRDZ,2025/1/26 5:31,
01JP1SR1Z612FG58226DD99VT4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YW22K4G6TJH5PR0TJY,01JP1SR1Z5YDCW4S2ZWQ4NG8QT,upload,2025/1/9,3400,JPY,株式会社グラッシーズ,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/17 5:32,
01JP1SR1Z6VXSNJW9GNMSNFP3S,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX6C7H9QN95FV45PSQ,01JP1SR1Z57A3ZE1W3CT7JYPVW,upload,2025/1/13,3680,JPY,コメダ珈琲�?赤坂一ツ木通り�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/2 5:35,,
01JP1SR1Z6DVE5QC6EG504VFE4,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXKM9K5QAS467YF2R1,01JP1SR1Z5DH1C6ZJG1PJSKST0,upload,2024/3/27,24750,JPY,株式会社ノム�?,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/15 5:41,,
01JP1SR1Z6P7W03AVCADHZGHBK,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXXM2MJS0BMR8EZSF2,01JP1SR1Z564H1A6KEAZ8Y4GC2,upload,2024/5/15,198,JPY,セブ�?イレブン 日本橋堀留町2丁目�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/23 5:47,,
01JP1SR1Z64A3RQZ0TN6FKNHMX,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YW3ME9EZ1MQ5NX52JH,01JP1SR1Z5PSYMZATQ29XEYCTP,upload,2024/11/21,2360,JPY,キッチン こと�?,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/7 5:48,,
01JP1SR1Z6QGAQHBE7XBNRQCP0,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXB0SXB7SM4KZA3NDC,01JP1SR1Z5KJQW1SEYS8E5B4X7,upload,2024/7/23,28050,JPY,株式会社ノム�?,01JN3B0KS0PC94QGC1XCYZ90HR,2025/1/23 5:50,,
01JP1SR1Z6ZJMNYBQVHG3JNE79,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXMS3P1DDGCQQPGPQG,,transportation,2025/3/3,537,JPY,,[片道]船堀~西新�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/1/12 5:52,,
01JP1SR1Z668S6V2NQSRDSBR1Z,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX674AV8KYVRRC93Q7,,transportation,2025/3/3,318,JPY,,[片道]赤羽~高円�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/1/15 5:54,,
01JP1SR1Z6HW9NMVY9D1PCQ9YV,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXN2EFS3JPHWZF8HB5,,transportation,2025/3/3,328,JPY,,[片道]西葛西~六本�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/1/14 5:55,,
01JP1SR1Z6FFWPS1VQGVWHRE8Z,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXRPPZ22MT5BE42A06,,transportation,2025/3/3,167,JPY,,[片道]東京~日暮�?01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/1/11 5:59,,
01JP1SR1Z64606ZPCP0DNX9XXG,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YXCD0HGGG8FYP12SBA,,transportation,2025/3/3,356,JPY,,[片道]日本�?東京�?~王子,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/1/14 6:02,
01JP1SR1Z6PVX4GG2P5CJMW2QZ,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX3SBZHCBX330NZAYW,01JP1SR1Z55V128QR2SQ1P7RJA,upload,2025/1/23,1188,JPY,エシレ・ラトリエ デュブール麻布台ヒルズ店,,01JN39VFN2YY6Y21VAQFHCVCBR,2025/1/4 6:19,
01JP1SR1Z6NHQ62QCPPXVSWJ4D,61b79418-aa3e-4032-8b1f-bee8166ff6f9,01JP1SR1YX6F11QAW08Y55YFDQ,,transportation,2025/3/3,199,JPY,,[片道]新宿~経堂,01JN3B8ZDPQ5FW040PHCF0ZX1J,2025/1/12 7:09,
